"","Suburb","Rooms","Type","Method","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"16428","Mount Waverley",4,"t","SP",2017-06-24,14.2,"3149",4,2,2,196,294,2000,"Monash City Council",-37.89456,145.11388,"Eastern Metropolitan",13366,970000
"16429","Mount Waverley",3,"u","S",2017-06-24,14.2,"3149",3,2,2,264,134,2011,"Monash City Council",-37.89251,145.11121,"Eastern Metropolitan",13366,870000
"16430","Mount Waverley",3,"h","S",2017-06-24,14.2,"3149",3,1,1,722,120,1960,"Monash City Council",-37.88849,145.12795,"Eastern Metropolitan",13366,1250000
"16431","Mount Waverley",4,"h","VB",2017-06-24,14.2,"3149",4,2,2,263,169,2015,"Monash City Council",-37.8101,145.16233,"Eastern Metropolitan",13366,1450000
"16433","Mulgrave",3,"h","S",2017-06-24,18.8,"3170",3,1,2,739,126,1965,"Monash City Council",-37.92769,145.16792,"South-Eastern Metropolitan",7113,865000
"16435","Murrumbeena",3,"h","S",2017-06-24,10.1,"3163",3,1,1,579,120,1940,"Glen Eira City Council",-37.90353,145.07006,"Southern Metropolitan",4442,1410000
"16436","Murrumbeena",3,"u","S",2017-06-24,10.1,"3163",3,2,2,462,129,1980,"Glen Eira City Council",-37.89767,145.07332,"Southern Metropolitan",4442,1220500
"16437","Murrumbeena",1,"u","S",2017-06-24,10.1,"3163",1,1,1,1382,45.4,1965,"Glen Eira City Council",-37.89792,145.06516,"Southern Metropolitan",4442,357000
"16438","Murrumbeena",4,"h","S",2017-06-24,10.1,"3163",4,1,2,718,181,1920,"Glen Eira City Council",-37.8888,145.07271,"Southern Metropolitan",4442,1920000
"16439","Narre Warren",3,"h","SP",2017-06-24,34.1,"3805",3,1,2,263,133,2014,"Casey City Council",-37.7307,144.9163,"South-Eastern Metropolitan",9376,565000
"16440","Narre Warren",3,"h","SP",2017-06-24,34.1,"3805",3,1,2,810,158,1950,"Casey City Council",-38.0312,145.30703,"South-Eastern Metropolitan",9376,597500
"16441","Newport",3,"h","S",2017-06-24,6.2,"3015",3,1,1,343,120,1960,"Hobsons Bay City Council",-37.84502,144.88612,"Western Metropolitan",5498,1250000
"16442","Newport",3,"h","S",2017-06-24,6.2,"3015",3,1,1,396,123,1900,"Hobsons Bay City Council",-37.8363,144.87588,"Western Metropolitan",5498,1230000
"16443","Newport",3,"h","SP",2017-06-24,6.2,"3015",3,1,2,492,103,1940,"Hobsons Bay City Council",-37.83529,144.87893,"Western Metropolitan",5498,1220000
"16444","Niddrie",4,"h","S",2017-06-24,10.4,"3042",4,2,2,650,237,1975,"Moonee Valley City Council",-37.74549,144.88666,"Western Metropolitan",2291,1315000
"16445","Noble Park",3,"h","S",2017-06-24,22.7,"3174",3,1,2,550,112,1960,"Greater Dandenong City Council",-37.98298,145.17932,"South-Eastern Metropolitan",11806,660000
"16447","North Melbourne",2,"u","VB",2017-06-24,1.8,"3051",2,2,1,1223,81,2011,"Melbourne City Council",-37.8006,144.95419,"Northern Metropolitan",6821,570000
"16448","North Melbourne",2,"u","VB",2017-06-24,1.8,"3051",2,3,1,1223,132,2011,"Melbourne City Council",-37.8006,144.95419,"Northern Metropolitan",6821,850000
"16449","North Warrandyte",5,"h","VB",2017-06-24,21.1,"3113",5,3,4,4221,321,1980,"Nillumbik Shire Council",-37.73371,145.24045,"Eastern Metropolitan",1058,1550000
"16450","Northcote",3,"h","VB",2017-06-24,5.3,"3070",3,1,1,188,120,1925,"Darebin City Council",-37.76592,144.99265,"Northern Metropolitan",11364,1000000
"16451","Northcote",3,"h","S",2017-06-24,5.3,"3070",3,1,1,247,120,1920,"Darebin City Council",-37.77747,144.99587,"Northern Metropolitan",11364,1240000
"16452","Northcote",3,"h","S",2017-06-24,5.3,"3070",3,1,1,563,120,1930,"Darebin City Council",-37.76557,145.01052,"Northern Metropolitan",11364,1590000
"16453","Northcote",3,"h","VB",2017-06-24,5.3,"3070",3,1,0,245,114,1954,"Darebin City Council",-37.78167,145.01316,"Northern Metropolitan",11364,1275000
"16454","Northcote",3,"h","VB",2017-06-24,5.3,"3070",3,1,0,271,131,1910,"Darebin City Council",-37.7754,145.00229,"Northern Metropolitan",11364,1350000
"16455","Nunawading",3,"h","S",2017-06-24,15.4,"3131",3,1,2,263,133,2014,"Manningham City Council",-37.8584,145.1507,"Eastern Metropolitan",4973,1015000
"16457","Nunawading",4,"h","PI",2017-06-24,15.4,"3131",4,2,2,697,216,1970,"Manningham City Council",-37.80864,145.17161,"Eastern Metropolitan",4973,1075000
"16460","Oak Park",3,"h","S",2017-06-24,11.2,"3046",3,1,1,656,120,2003,"Moreland City Council",-37.71467,144.92304,"Northern Metropolitan",2651,821000
"16461","Oak Park",4,"h","SP",2017-06-24,11.2,"3046",4,2,4,553,190,2001,"Moreland City Council",-37.71328,144.90585,"Northern Metropolitan",2651,1071888
"16462","Oak Park",2,"t","SP",2017-06-24,11.2,"3046",2,1,1,132,73,2014,"Moreland City Council",-37.72048,144.91323,"Northern Metropolitan",2651,560000
"16464","Oakleigh",5,"h","S",2017-06-24,12.3,"3166",5,2,2,546,313,1935,"Monash City Council",-37.90465,145.08894,"Southern Metropolitan",3224,1750000
"16466","Oakleigh East",3,"h","S",2017-06-24,12.3,"3166",3,1,2,700,115,1960,"Monash City Council",-37.9125,145.11844,"Southern Metropolitan",2547,1210000
"16467","Oakleigh East",4,"h","S",2017-06-24,12.3,"3166",4,2,2,263,169,2015,"Monash City Council",-37.8101,145.13087,"Southern Metropolitan",2547,1380000
"16468","Oakleigh South",4,"h","S",2017-06-24,15.5,"3167",4,2,2,597,294,1970,"Kingston City Council",-37.91753,145.08524,"South-Eastern Metropolitan",3692,1500000
"16470","Oakleigh South",4,"h","S",2017-06-24,15.5,"3167",4,2,4,619,232,1955,"Kingston City Council",-37.92542,145.10622,"South-Eastern Metropolitan",3692,1215000
"16471","Oakleigh South",3,"h","S",2017-06-24,15.5,"3167",3,1,1,743,120,1960,"Kingston City Council",-37.91282,145.10376,"South-Eastern Metropolitan",3692,1265000
"16472","Oakleigh South",4,"h","S",2017-06-24,15.5,"3167",4,2,2,624,515.78,1995,"Kingston City Council",-37.91489,145.08441,"South-Eastern Metropolitan",3692,1050000
"16473","Ormond",2,"h","S",2017-06-24,11.4,"3204",2,1,2,253,92,1970,"Glen Eira City Council",-37.90173,145.04466,"Southern Metropolitan",3578,790000
"16474","Pakenham",4,"h","S",2017-06-24,47.3,"3810",4,2,2,425,649,2010,"Cardinia Shire Council",-38.07474,145.45376,"Eastern Victoria",17384,410500
"16475","Parkdale",3,"h","S",2017-06-24,21.5,"3195",3,1,2,263,133,2014,"Kingston City Council",-37.7668,145.1051,"South-Eastern Metropolitan",5087,1230000
"16476","Parkdale",3,"h","SP",2017-06-24,21.5,"3195",3,1,2,263,133,2014,"Kingston City Council",-37.88065,145.05812,"South-Eastern Metropolitan",5087,1200000
"16477","Parkdale",4,"h","SP",2017-06-24,21.5,"3195",4,2,2,597,150,1970,"Kingston City Council",-37.99232,145.08469,"South-Eastern Metropolitan",5087,1300000
"16478","Parkdale",3,"h","VB",2017-06-24,21.5,"3195",3,2,2,259,149,2007,"Kingston City Council",-37.9905,145.06999,"South-Eastern Metropolitan",5087,1400000
"16479","Pascoe Vale",3,"h","S",2017-06-24,8.5,"3044",3,1,4,645,136,1960,"Moreland City Council",-37.72029,144.92896,"Northern Metropolitan",7485,955000
"16480","Pascoe Vale",2,"h","SP",2017-06-24,8.5,"3044",2,1,4,609,139,1960,"Moreland City Council",-37.72091,144.94601,"Northern Metropolitan",7485,860000
"16482","Pascoe Vale",2,"h","S",2017-06-24,8.5,"3044",2,1,1,487,88,1940,"Moreland City Council",-37.71949,144.94283,"Northern Metropolitan",7485,740000
"16485","Port Melbourne",2,"u","S",2017-06-24,3.5,"3207",2,1,1,0,97,2000,"Melbourne City Council",-37.84237,144.94486,"Southern Metropolitan",8648,816000
"16486","Port Melbourne",3,"u","S",2017-06-24,3.5,"3207",3,1,2,0,80,2008,"Melbourne City Council",-37.84426,144.94415,"Southern Metropolitan",8648,800000
"16487","Prahran",2,"u","S",2017-06-24,4.6,"3181",2,1,1,0,102,1920,"Stonnington City Council",-37.85931,145.00616,"Southern Metropolitan",7717,1020000
"16489","Prahran",2,"u","S",2017-06-24,4.6,"3181",2,2,1,0,76,1970,"Stonnington City Council",-37.85184,145.01049,"Southern Metropolitan",7717,660000
"16490","Preston",3,"h","S",2017-06-24,8.4,"3072",3,2,3,468,135.5,1940,"Darebin City Council",-37.75335,145.01642,"Northern Metropolitan",14577,1242000
"16491","Preston",2,"h","S",2017-06-24,8.4,"3072",2,1,2,525,75,1955,"Darebin City Council",-37.74441,144.98928,"Northern Metropolitan",14577,1365000
"16492","Preston",3,"u","S",2017-06-24,8.4,"3072",3,1,1,170,120,1996,"Darebin City Council",-37.73698,144.98686,"Northern Metropolitan",14577,691000
"16493","Preston",2,"t","PI",2017-06-24,8.4,"3072",2,2,1,70,89,1940,"Darebin City Council",-37.74645,144.98888,"Northern Metropolitan",14577,660000
"16494","Preston",3,"t","S",2017-06-24,8.4,"3072",3,2,2,214,103.6,1997,"Darebin City Council",-37.74886,144.99225,"Northern Metropolitan",14577,875000
"16495","Preston",5,"h","S",2017-06-24,8.4,"3072",5,3,4,525,266.76,2014,"Darebin City Council",-37.75017,145.01204,"Northern Metropolitan",14577,1350000
"16497","Preston",3,"h","VB",2017-06-24,8.4,"3072",3,3,2,158,159,2008,"Darebin City Council",-37.75026,144.98428,"Northern Metropolitan",14577,1020000
"16498","Reservoir",3,"h","S",2017-06-24,12,"3073",3,1,2,263,133,2014,"Darebin City Council",-37.80594,145.19974,"Northern Metropolitan",21650,900000
"16499","Reservoir",3,"h","S",2017-06-24,12,"3073",3,1,2,0,25,1978,"Darebin City Council",-37.69528,145.00523,"Northern Metropolitan",21650,630000
"16500","Reservoir",4,"h","S",2017-06-24,12,"3073",4,2,2,263,169,2015,"Darebin City Council",-37.716,144.93448,"Northern Metropolitan",21650,970000
"16501","Reservoir",3,"h","S",2017-06-24,12,"3073",3,1,1,598,120,1970,"Darebin City Council",-37.71394,145.00387,"Northern Metropolitan",21650,877500
"16502","Reservoir",5,"h","S",2017-06-24,12,"3073",5,3,4,890,203,1960,"Darebin City Council",-37.70295,145.00277,"Northern Metropolitan",21650,912000
"16503","Reservoir",2,"t","VB",2017-06-24,12,"3073",2,1,2,268,100,1975,"Darebin City Council",-37.71865,144.99403,"Northern Metropolitan",21650,550000
"16505","Reservoir",3,"h","S",2017-06-24,12,"3073",3,1,3,494,102,1960,"Darebin City Council",-37.71477,144.98235,"Northern Metropolitan",21650,685000
"16506","Reservoir",1,"u","PI",2017-06-24,12,"3073",1,1,1,0,60,1980,"Darebin City Council",-37.71408,145.00441,"Northern Metropolitan",21650,270000
"16507","Reservoir",3,"h","SP",2017-06-24,12,"3073",3,1,2,263,133,2014,"Darebin City Council",-37.80594,144.9826,"Northern Metropolitan",21650,790000
"16508","Reservoir",3,"h","S",2017-06-24,12,"3073",3,1,2,263,133,2014,"Darebin City Council",-37.7353,144.9416,"Northern Metropolitan",21650,670000
"16509","Reservoir",3,"h","S",2017-06-24,12,"3073",3,1,4,601,105,1950,"Darebin City Council",-37.72943,145.01904,"Northern Metropolitan",21650,911000
"16510","Reservoir",1,"u","SP",2017-06-24,12,"3073",1,1,1,113,52,1970,"Darebin City Council",-37.70717,145.02643,"Northern Metropolitan",21650,365000
"16511","Reservoir",2,"u","VB",2017-06-24,12,"3073",2,1,1,73,100,1970,"Darebin City Council",-37.72128,145.00995,"Northern Metropolitan",21650,470000
"16513","Richmond",2,"u","SP",2017-06-24,2.4,"3121",2,2,2,180,123,1940,"Yarra City Council",-37.81443,144.99079,"Northern Metropolitan",14949,890500
"16514","Richmond",2,"u","PI",2017-06-24,2.4,"3121",2,1,1,321,81,1980,"Yarra City Council",-37.8094,145.0446,"Northern Metropolitan",14949,665000
"16515","Richmond",1,"u","SP",2017-06-24,2.4,"3121",1,1,0,1082,41,1970,"Yarra City Council",-37.8211,144.99549,"Northern Metropolitan",14949,355000
"16516","Richmond",3,"h","VB",2017-06-24,2.4,"3121",3,1,0,200,114,1910,"Yarra City Council",-37.8196,144.99101,"Northern Metropolitan",14949,1300000
"16517","Richmond",2,"u","S",2017-06-24,2.4,"3121",2,1,0,316,9,1920,"Yarra City Council",-37.82295,144.99146,"Northern Metropolitan",14949,717000
"16518","Richmond",3,"h","S",2017-06-24,2.4,"3121",3,1,2,187,110,1900,"Yarra City Council",-37.83199,144.99909,"Northern Metropolitan",14949,1530000
"16519","Riddells Creek",4,"h","S",2017-06-24,47.4,"3431",4,2,4,1459,272.4,2011,"Macedon Ranges Shire Council",-37.45709,144.68999,"Northern Victoria",1475,817000
"16520","Riddells Creek",4,"h","S",2017-06-24,47.4,"3431",4,1,2,691,323,1980,"Macedon Ranges Shire Council",-37.4531,144.67336,"Northern Victoria",1475,967500
"16522","Ringwood",3,"h","S",2017-06-24,19.9,"3134",3,2,2,776,150,2005,"Maroondah City Council",-37.81685,145.2353,"Eastern Metropolitan",7785,1291000
"16523","Ringwood",3,"h","S",2017-06-24,19.9,"3134",3,2,2,921,138,1980,"Maroondah City Council",-37.78649,145.24836,"Eastern Metropolitan",7785,1085000
"16524","Ringwood North",3,"h","S",2017-06-24,19.9,"3134",3,1,1,446,114,1955,"Manningham City Council",-37.7987,145.23032,"Eastern Metropolitan",3619,750000
"16525","Ripponlea",2,"h","PI",2017-06-24,7.2,"3185",2,2,2,290,89.25,2008,"Port Phillip City Council",-37.87726,144.99336,"Southern Metropolitan",821,1005000
"16526","Rowville",4,"h","S",2017-06-24,23.5,"3178",4,2,0,725,196,1985,"Knox City Council",-37.9088,145.26319,"South-Eastern Metropolitan",11667,860000
"16529","Sandhurst",4,"h","SP",2017-06-24,34.7,"3977",4,2,2,448,187,2010,"Frankston City Council",-38.0817,145.19654,"South-Eastern Metropolitan",1721,645000
"16530","Sandringham",4,"h","S",2017-06-24,15.2,"3191",4,2,2,463,233,1998,"Bayside City Council",-37.95877,145.02701,"Southern Metropolitan",4497,1770000
"16531","Sandringham",5,"h","VB",2017-06-24,15.2,"3191",5,3,2,640,273,1980,"Bayside City Council",-37.95698,145.0166,"Southern Metropolitan",4497,2250000
"16532","Scoresby",3,"h","SP",2017-06-24,22.2,"3179",3,1,0,730,92,1950,"Knox City Council",-37.88919,145.21629,"Eastern Metropolitan",2206,833800
"16534","Seaford",3,"h","S",2017-06-24,35.4,"3198",3,1,2,263,133,2014,"Frankston City Council",-37.80594,145.19974,"South-Eastern Metropolitan",8077,900000
"16535","Seaford",3,"h","SA",2017-06-24,35.4,"3198",3,1,2,263,133,2014,"Frankston City Council",-37.7098,144.9826,"South-Eastern Metropolitan",8077,585000
"16536","Seaford",3,"h","S",2017-06-24,35.4,"3198",3,1,2,263,133,2014,"Frankston City Council",-37.79484,145.16588,"South-Eastern Metropolitan",8077,800000
"16537","Seaford",6,"h","S",2017-06-24,35.4,"3198",6,4,2,662,373,1980,"Frankston City Council",-38.1078,145.1305,"South-Eastern Metropolitan",8077,1050000
"16539","Seddon",3,"h","S",2017-06-24,5.1,"3011",3,1,1,297,211,1920,"Maribyrnong City Council",-37.80828,144.8856,"Western Metropolitan",2417,1085000
"16540","Silvan",4,"h","S",2017-06-24,34.6,"3795",4,2,3,38490,240,1957,"Yarra Ranges Shire Council",-37.83229,145.43003,"Eastern Victoria",457,1070000
"16543","South Melbourne",3,"h","S",2017-06-24,1.9,"3205",3,1,1,118,170,1910,"Port Phillip City Council",-37.83347,144.95692,"Southern Metropolitan",5943,1700000
"16544","South Morang",4,"h","S",2017-06-24,20.5,"3752",4,2,2,263,169,2015,"Whittlesea City Council",-37.61005,145.0401,"Northern Metropolitan",7969,642000
"16545","South Morang",3,"h","S",2017-06-24,20.5,"3752",3,1,2,263,133,2014,"Whittlesea City Council",-37.7098,144.9826,"Northern Metropolitan",7969,545000
"16546","South Yarra",2,"u","PI",2017-06-24,2.7,"3141",2,1,1,1890,78,1990,"Melbourne City Council",-37.84446,144.99552,"Southern Metropolitan",14887,470000
"16547","South Yarra",2,"u","PI",2017-06-24,2.7,"3141",2,1,1,708,97,1970,"Melbourne City Council",-37.83041,144.98494,"Southern Metropolitan",14887,945000
"16549","South Yarra",2,"u","SP",2017-06-24,2.7,"3141",2,1,1,321,81,1980,"Melbourne City Council",-37.81599,145.20427,"Southern Metropolitan",14887,537000
"16550","South Yarra",2,"u","VB",2017-06-24,2.7,"3141",2,1,1,321,81,1940,"Melbourne City Council",-37.79058,144.94253,"Southern Metropolitan",14887,850000
"16552","South Yarra",3,"h","VB",2017-06-24,2.7,"3141",3,1,1,119,120,1990,"Melbourne City Council",-37.8414,144.98608,"Southern Metropolitan",14887,900000
"16553","South Yarra",3,"h","S",2017-06-24,2.7,"3141",3,2,2,273,20,1968,"Melbourne City Council",-37.8386,144.99852,"Southern Metropolitan",14887,1810000
"16554","Spotswood",3,"h","S",2017-06-24,6.2,"3015",3,1,2,343,105,1970,"Hobsons Bay City Council",-37.83187,144.88966,"Western Metropolitan",1223,785000
"16555","Springvale",3,"h","S",2017-06-24,20.8,"3171",3,1,2,263,133,2014,"Greater Dandenong City Council",-37.7307,144.9367,"South-Eastern Metropolitan",7412,721000
"16556","Springvale",3,"h","S",2017-06-24,20.8,"3171",3,1,1,606,160,1970,"Greater Dandenong City Council",-37.93861,145.15351,"South-Eastern Metropolitan",7412,770000
"16557","Springvale",4,"h","S",2017-06-24,20.8,"3171",4,2,2,263,169,2015,"Greater Dandenong City Council",-37.716,144.9663,"South-Eastern Metropolitan",7412,1005000
"16559","St Albans",3,"u","SP",2017-06-24,14,"3021",3,1,2,263,133,2014,"Brimbank City Council",-37.7307,144.9704,"Western Metropolitan",14042,492000
"16560","St Albans",3,"h","PI",2017-06-24,14,"3021",3,1,3,565,140,1960,"Brimbank City Council",-37.76454,144.80611,"Western Metropolitan",14042,600000
"16563","St Kilda",4,"h","PI",2017-06-24,5,"3182",4,2,2,268,294,2005,"Port Phillip City Council",-37.87294,144.98118,"Southern Metropolitan",13240,1650000
"16565","Strathmore",3,"h","PI",2017-06-24,8.2,"3041",3,2,2,216,133,2015,"Moonee Valley City Council",-37.8007,144.88207,"Western Metropolitan",3284,950000
"16566","Strathmore",3,"h","S",2017-06-24,8.2,"3041",3,1,1,534,120,1950,"Moonee Valley City Council",-37.719,144.90634,"Western Metropolitan",3284,883000
"16567","Strathmore",3,"h","S",2017-06-24,8.2,"3041",3,3,2,698,255,2010,"Moonee Valley City Council",-37.74246,144.92074,"Western Metropolitan",3284,1650000
"16568","Sunbury",3,"h","S",2017-06-24,31.7,"3429",3,1,2,263,133,2014,"Hume City Council",-37.7307,144.9704,"Western Metropolitan",14092,423000
"16569","Sunbury",4,"h","S",2017-06-24,31.7,"3429",4,2,2,263,169,2015,"Hume City Council",-37.61005,145.0401,"Western Metropolitan",14092,571750
"16571","Sunbury",3,"h","S",2017-06-24,31.7,"3429",3,1,2,1011,100,1980,"Hume City Council",-37.58419,144.73188,"Western Metropolitan",14092,755000
"16573","Sunshine",3,"t","S",2017-06-24,10.5,"3020",3,1,2,263,133,2014,"Brimbank City Council",-37.7307,144.94268,"Western Metropolitan",3755,755000
"16575","Sunshine West",4,"h","S",2017-06-24,10.5,"3020",4,2,2,696,199,1999,"Brimbank City Council",-37.78647,144.81319,"Western Metropolitan",6763,780000
"16576","Sunshine West",3,"u","S",2017-06-24,10.5,"3020",3,1,1,322,120,1975,"Brimbank City Council",-37.79209,144.82024,"Western Metropolitan",6763,518000
"16581","Surrey Hills",5,"h","VB",2017-06-24,10.2,"3127",5,3,2,735,286,1945,"Boroondara City Council",-37.83583,145.10664,"Southern Metropolitan",5457,2000000
"16582","Surrey Hills",3,"h","S",2017-06-24,10.2,"3127",3,2,2,444,27,1999,"Boroondara City Council",-37.81411,145.09055,"Southern Metropolitan",5457,1050000
"16583","Taylors Lakes",3,"h","S",2017-06-24,15.5,"3038",3,1,2,263,133,2014,"Brimbank City Council",-37.80594,144.8834,"Western Metropolitan",5336,725000
"16584","Taylors Lakes",4,"h","S",2017-06-24,15.5,"3038",4,2,2,684,262,2000,"Brimbank City Council",-37.69274,144.76971,"Western Metropolitan",5336,716000
"16585","Templestowe",4,"h","PI",2017-06-24,15.5,"3106",4,2,2,883,300,2005,"Manningham City Council",-37.76255,145.16233,"Eastern Metropolitan",6202,1450000
"16586","Templestowe",4,"h","PI",2017-06-24,15.5,"3106",4,3,3,682,315,1995,"Manningham City Council",-37.7572,145.15456,"Eastern Metropolitan",6202,1860000
"16589","Templestowe Lower",3,"h","S",2017-06-24,12.4,"3107",3,1,2,656,119,1970,"Manningham City Council",-37.77158,145.11816,"Eastern Metropolitan",5420,1181000
"16590","Templestowe Lower",4,"h","S",2017-06-24,12.4,"3107",4,2,3,725,525,1963,"Manningham City Council",-37.76472,145.10261,"Eastern Metropolitan",5420,1352000
"16593","Thomastown",3,"h","S",2017-06-24,15.3,"3074",3,1,2,536,25,1980,"Whittlesea City Council",-37.67669,144.99197,"Northern Metropolitan",7955,632500
